ID,Text,Sentiment
242,"b""ifrc\n\nSadly, #Ukraine is not the only country affected by conflict. This month, we remember eleven years since the conflict began in #Syria, where 1 in 2 has been displaced from their homes. Here's what a young Syrian wants you to know in her words \xf0\x9f\x91\x87@eu_echo \xe2\x80\xa6""",0
243,b'@WhatsApp Are you supporting the #Ukraine by banning people who talk about #war? Or is it the support that goes to #russia and #putin? https://t.co/0S4aar6al4',0
244,b'@SkylerFleur \xe2\x9d\x97\xef\xb8\x8f Game Changer \xf0\x9f\x9a\x80\n#Ukraine Army Destroyed #Russia Z Convoy Unit \xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x94\xa5\xf0\x9f\x92\x80\xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x92\x80\xf0\x9f\x94\xa5\xf0\x9f\x92\x80\nhttps://t.co/eqPcPcgacE',0
245,"b'@apeology11 @psikoape Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
246,b'Russia-Ukraine war: UK claims West prepared to mount pressure on Putin amidst sanctions #REPUBLIC @republic \n#Ukraine #Belarus #Crimea\n#Crimea #America #USA\n#UkraineRussianWar #Russia\n\nhttps://t.co/3Q6LvUabQm',0
247,"b'@IlanaDavis @CartHook Which problem are you facing as a store owner, #Shopify  #Ukraine  #Russia #Sales #promotion #WebsiteDesign  #WebsiteDevelopment #webdesigner kindly reach out to me on\xf0\x9f\x91\x89\xf0\x9f\x91\x89\nhttps://t.co/xq8x9kB6q5'",0
248,"b'Sanctions: Amongst others, Russia suspends visa-free travel for Japanese citizens.\n#RussiaInvadedUkraine \n#Japan #Russia #Ukraine\xef\xb8\x8f\nhttps://t.co/SxmyfE9sKQ'",0
249,"b'""Why do we need the world if there is no #Russia in it!""\n\nThe public should not be alarmed by this yet. But it would be wise for #NATO  to increase its combat readiness, including with nuclear weapons.\n\n#SanctionRussiaNow #StopPutinNOW https://t.co/TJdoIPxbMe'",0
250,"b'Russian Nobel Laureate, Dmitry Muratov to auction his Peace Prize for #Ukrainian  Refugees. Both he &amp; the paper  &amp; the newspaper where he is editor-in-chief have spoken out fiercely against the war despite a  crackdown on media &amp; free speech in #Russia .\nhttps://t.co/lNwHN6NoMt'",0
251,"b""Belarus already gives Russia aid. They may be taking up arms to help Russia now, but they've been on board with Putin since he strong-armed Lukashenko into an alliance over the summer.\nRight after that, Putin sent troops into Belarus, where they then invaded #Ukraine last month.""",1
252,"b'The world needs a liberal leadership in face of challenges being posed to the democratic order from despotic regimes of #China and #Russia.\n\nThe Democrats under Biden are not up to the scratch and the EU is too scared to upset Kremlin, leaving Trudeau as the only hope.\n\n#cndpoli'",0
253,"b'Metro: Russian shells rain on Mariupol in grim footage with 300,000 trapped in city #world #ukraine\nhttps://t.co/YCMPPRAsfZ https://t.co/FX1KyI2NTl'",0
254,"b'@shillerqueen11 @psikoape Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
255,b'One cookie and a few level-headed words.\n\n#Kyiv #Ukraine #StopRussianAggression #ClosetheSkyOverUkraine #NoFlyZoneOverUkraine\n\nhttps://t.co/LPqV2Qo7HU https://t.co/Y2Ri4SrNx8',0
256,b'Video showing from #Mariupol &amp; here #RussianArmedForces destroyed the #azov s strongholds in #Donbas/#Donbass/ #Donetsk s sea port city \n\n#Azovstal ruined totally\n#Ukraine r helplessly &amp; going 2b the biggest losers as a traitors neo zionizt &gt;who give away #Ukrainians to #uk #usa https://t.co/Yeouolc8I2',0
257,b'Ukraine War British volunteer fighter on the value of the UK flag\n\n#UkraineRussianWar #Ukraine https://t.co/0M0bzMJWeV',0
258,"b'The UN refugee agency says more than 3.5 million people have fled #Ukraine since Russia\xe2\x80\x99s military operation, passing another milestone in an exodus that has led to Europe\xe2\x80\x99s worst refugee crisis since World War II. https://t.co/w2UdU1ncJY'",0
259,"b'@RudykopalsonS Oh yeah! Check out this thread, you can clearly see Ukrainian military men standing near some of those being punished!\n\n#\xd8\xa3\xd9\x88\xd9\x83\xd8\xb1\xd8\xa7\xd9\x86\xd9\x8a\xd8\xa7 #Ukraine  #MacKenzeiScott #Kaepernick #Sumy #Russians #European_Union #WhatsApp #Crimea #Iraq \n\nhttps://t.co/5h5jIIJ8tk'",0
260,b'Ukraine War British volunteer fighter on the value of the UK flag\n\n#UkraineRussianWar #Ukraine https://t.co/dbnwSDS9tO',0
261,b'@briantylercohen @POTUS Help speed up the process to welcome refugees from #Ukraine to the U.S. please sign&amp;share https://t.co/o53FvEksic\n#StandWithUkraine #refugeesfromUkraine',0
262,"b'@ua_industrial From the 12th to the 20th second in the upper right corner of the computer screen, the Arabic phrase ((TV camera)) appears!  !  How and Why ? \xf0\x9f\x99\x84\xf0\x9f\xa7\x90\xf0\x9f\xa7\x90\xf0\x9f\xa4\x94\n\nDefinitely #Russia &amp; #Ukraine\xef\xb8\x8f War not between two countries \xf0\x9f\x8c\x8e'",0
263,"b'@DaskmaNFT @psikoape Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
264,"b'Some Russian soldiers have gotten frostbite due to lack of appropriate gear, senior US defense official says https://t.co/oZUeiTL8iC #UkraineRussiaWar #UkraineRussianWar #Ukraine #UkraineRussia #UkraineUnderAtta\xd1\x81k #UkraineWar'",0
265,b'#UkraineUnderAttack #Russia #UkraineWar #Ukriane #UkraineRussiaWar #kyiev #Lviv. Urgent: Russia announces the start of a large-scale attack on Ukraine from various neighboring countries.  Ukraine moment by moment.. Watch the full video.  \nhttps://t.co/3aP495j6nY https://t.co/4q50AzW9Yi',0
266,b'@BFMTV This is how #Russia is \xe2\x80\x9edenazifying\xe2\x80\x9d #Ukraine:\n\nhttps://t.co/AFRzMPQtix\n\nhttps://t.co/bhGFmE4IlN\n\n#WarCrime #PutinWarCriminal https://t.co/Jp3GmdtLxw',0
267,"b'Fuelling the Fires of War. \nHow the ""West"" forced the Ukraine-Russia war to ignite!\n\n#NuclearWeapons #BioLabs #BiologicalWeapons #Ukraine #USA #Biden #Russia #Putin #Zelensky\n#NATO #UK #Poland \n\nhttps://t.co/s4eV8spEDi'",0
268,b'#Biden Flags \xe2\x80\x98Clear Sign\xe2\x80\x99 #Russia Considering #ChemicalWeapons \nhttps://t.co/yj1g2YwhGN',0
269,"b""@BBCWorld The #USA &amp; its allies commit way more #warcrimes than #Russia does. #US-led wars of aggression have killed ~6 million people since 2001. \n\nLet's confiscate the property of #US &amp; #UK #oligarchs.\n\nhttps://t.co/wAXnANYlHr @BylineTimes\n\nhttps://t.co/rAfH0uMkmd https://t.co/4LpbfUhKEs""",0
270,"b'@killerqueen_nft @psikoape Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
271,b'Video : Ukrainian tractor recovered a Russian fuel truck.\n#Russia #Ukraine https://t.co/fB6jQwfssa',1
272,b'Dear friends below is my analysis for the \n@TheCradleMedia regarding the impact of the #Russia-#Ukraine war on the #Russia-#Turkey relations. https://t.co/tdZWMoMRpl',0
273,b'@MSNBC @mehdirhasan \xe2\x9d\x97\xef\xb8\x8f Game Changer \xf0\x9f\x9a\x80\n#Ukraine Army Destroyed #Russia Z Convoy Unit \xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x94\xa5\xf0\x9f\x92\x80\xe2\x9a\xa1\xef\xb8\x8f\xf0\x9f\x92\x80\xf0\x9f\x94\xa5\xf0\x9f\x92\x80\nhttps://t.co/eqPcPcgacE',0
274,"b'If you support #Ukraine\xe2\x80\x99s #EU candidacy, here\xe2\x80\x99s some arguments to use to convince others \n\nhttps://t.co/ge59FBsH5Q https://t.co/Rm85VFZ7ev'",0
275,b'This is the beginning of funding for the restoration of #Ukraine. \nConfiscate it all and liquidate it. https://t.co/7PT91DPFKv',1
276,"b'@creat3nft @psikoape Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
277,b'US reportedly transferring 9K33 Osa short range air defense systems to Ukraine\n\nMore here: https://t.co/fSB9LC5EXy\n\n#Ukraine #UkraineRussianWar #SHORAD #AirDefense https://t.co/bZyRpSXzIK',1
278,b'#Ukraine Why don\xe2\x80\x99t we ever here the opinion of Ukrainian Russians about the war and what led up to it ???',0
279,b'@POTUS Help speed up the process to welcome refugees from #Ukraine to the U.S. please sign&amp;share https://t.co/o53FvEksic\n#StandWithUkraine #refugeesfromUkraine',1
280,"b'@NftPunker @psikoape Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
281,b'It\xe2\x80\x99s a bit funny to me how Russia didn\xe2\x80\x99t call Meta an extremist org when Russia was using it to influence elections and public opinion\xe2\x80\xa6. Interesting how the tables have turned\xe2\x80\xa6 #UkraineRussianWar #Ukraine #Facebook',0
282,b'No planes flying into #Belarus? That seems kinda strange. Usually I see flights from #Russia on that Belarus Airline. I see the #NATO plane. @flightradar24 @CivMilAir https://t.co/0e4KQ0PpQX',0
283,"b""\xf0\x9f\x94\xb4 #Breaking     \n\nRussia's deputy representative to the Security Council: We have obtained documents for Ukrainian forces with coordinates of sites where toxic materials are stored \n\n#Ukraine  #Russia  #Kyiv  #EU #USA""",0
284,b'So true. Ukraine is a beacon of hope to freedom seeking people in Eur-Asia. The fight for long term peace and democracy in EurAsia started in #Ukraine https://t.co/nugIRDIVxx',0
285,"b'@Arakunrin02 Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
286,b'\xf0\x9f\x8c\x8fTake the first steps in becoming a host family for a child in need. \n\n\xe2\x9e\xa1\xef\xb8\x8f Fill out our inquiry form and one of our Hosting Coordinators will be in touch shortly.\nhttps://t.co/433cG6pac6\n\n#orphans #orphanhosting #ukraine #colombia #nicaragua #adoption #nonprofit',1
287,"b""Poland said on Tuesday it had suggested to U.S. officials that Russia be excluded from the G20 group of major economies as punishment for its invasion of Ukraine and that the suggestion had received a 'positive response'. #Ukraine https://t.co/SLKXZcW2lM""",0
288,"b""Look back last 26 days. Russian\xf0\x9f\x87\xb7\xf0\x9f\x87\xba Federation Military efforts in freeing breakaway state, Ukraine from it's extremists. #Donbass #Russia\nWar criminal ZeleausSki responsible. \nhttps://t.co/gSo7u5mIdF""",0
289,"b'Russian paramilitary group is ""active"" in Ukraine, US defense official says https://t.co/M9r6hJLyf2 #UkraineRussiaWar #UkraineRussianWar #Ukraine #UkraineRussia #UkraineUnderAtta\xd1\x81k #UkraineWar'",0
290,b'Global stocks gain as Russia-Ukraine talks in progress #Globalstocks #Russia-Ukraine #StockExchange #EUeconomy https://t.co/mEW1SancXI',1
291,b'@JohnCacho3 @Mark77248938 @Timcast Its an absolutely absurd notion. \n\n1. World govs have opposing interests.\n2. You cant get people inside 1 country to agree in significant degree on a government and you think the whole world will on 1. \n3. People are willing to die just not to be under a foreign control.#ukraine',0
292,b'1/2 Over the last 3 weeks I have done my best to host/co-host #RussianUkrainianWar spaces and support my OSINT comm. I\xe2\x80\x99ve lived through a war in #Bosnia &amp; feel strong empathy towards #Ukranuans right now. I am mentally a very strong person. https://t.co/TD9NvZM5IZ',0
293,b'ERA4Ukraine portal pulls together information and support services for researchers both fleeing the war or under siege conditions in #Ukraine #StandWithUkraine https://t.co/mTf3TRCYeM',0
294,"b""Don't Want War? Hey... Joe... Then Don't Start! #pravda #russia #ukraine\nhttps://t.co/YMsjkFnNka https://t.co/KSDCIv4CjR""",0
295,b'Oh boy! What a time to be alive!!! #American #Ukraine #Russia #Israeli #RussianUkrainianWar #UkraineRussian #NewWorldOrder #FucktheElites #WarOnConsciousness #freethinkers #WakeUp https://t.co/GK2CojHCcd',0
296,"b""Britain's Prince William pledges 'solidarity' with Ukraine on tour of Caribbean https://t.co/61hQsWys9g \n\n#WilliamAndKate #RoyalTourCaribbean #RoyalVisitBelize #Ukraine""",0
297,b'@Kasparov63 Help speed up the process to welcome refugees from #Ukraine to the U.S. please sign&amp;share https://t.co/o53FvEksic\n#StandWithUkraine #refugeesfromUkraine',1
298,"b'@mfa_russia @RFEmbassyGr @GreeceMFA @RusMission_EU @RF_OSCE @mission_russian @A_Gasparyan @Vlad_Kononov @rvio_ru @gksaloniki @NikosDendias Maria #Zakharova is just full of \xf0\x9f\x92\xa9as  #Putin ,shes been going on about #sweden aswell. Imagine the inbreed #russia will have closing themselves up. all thanks to this people in power. https://t.co/VWrq2ETJbo'",0
299,b'#Renault resumes production in Moscow. You pay taxes that fund Russian war crimes in #Ukraine. Have you no shame @renaultgroup?\n#Renault #StandWithUkraine #StopBusinessInRussia https://t.co/AaRI3YUWwZ',0
300,b'Good thing Saint #Zelensky has done nothing like this in #Ukraine https://t.co/0tDGKzFECr',0
301,b'@HannaLiubakova \xf0\x9f\x9a\xa8 Victoria Nuland actually said all these things about NIOLABS #Russia #Ukraine https://t.co/1JGWwaNJ1i',0
302,"b""Let's all PRAY for World Peace and Harmony \xf0\x9f\x99\x8f\n-\n-\n-\n\n#ukraine #stopwar #peace #harmony #makepeace https://t.co/mvq3mPgjHF""",1
303,b'#Airtel upgrades parental policy benefits for staff to drive inclusive goals #inclusiveworld #everyoneisincluded #inclusion #diversity #includethechildren #Russia #Ukraine  https://t.co/8GfxqUtUox',1
304,b'@opencages_ua I hope the Ukrainian soldiers find these POS and make them suffer as much as those beautiful sentients did!!! I am not a violent person but that utterly makes me physically sick!!! #UkrainianArmy #Ukraine #UkraineRussianWar #UkraineUnderAttack #Ukraineanimals #animalsofukraine',0
305,b'@andersostlund Thank you Sweden! #ukraine #ukraina https://t.co/3X2jdv5NEv',1
306,b'Hey mr Liljan Zhao \xe2\x80\xa6.where are your thoughts with families within #Ukraine ? Where are your thoughts on that being published ? Anywhere ?\n#cynicism #dictators #ChinaSupportRussia @zlj517 https://t.co/KIzTiN1Fuw',0
307,"b'@Jayecane Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
308,"b""@ZelenskyyUa \nSir when U know Russia is no match for U then why r U not surrendering. It's good to be brave but opposite Russia is stupidity. NATO played a game &amp; you are a scapegoat. Ur people are dying Ur country is destroyed not NATO's, so be wise\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\n#RussianUkrainianWar""",0
309,"b'The statement calls on all states to immediately comply with the universal human rights values, by condemning the invasion and occupation of Iraq, as they did with #Ukraine, and by establishing a fund to compensate victims of war, torture, enforced disappearances. 3/4'",0
310,b'Only this can make me really laugh out loud.\n#Ukraine #Russia https://t.co/6w6rEzmvVt',0
311,"b""You came here. You started to propagandize and lie. There are no actors here. SIMPLY HUMAN BEINGS. Human beings that you are denying humanity to. Just like the #Ukraine|ian regime denies them their humanity. Ask first, investigate first. Don't come out lying and then retreating. https://t.co/YAX3phgz1q""",0
312,b'Zelensky is a criminal. Operation Z to a new level. #Ukraine \nhttps://t.co/7uxblH8BKa',0
313,"b'\xf0\x9f\x97\xbdUnited States warns about the use of cryptocurrencies in #Russia\n\xe2\x9a\xa0\xef\xb8\x8fFinCEN, in charge of financial crime control in the US Treasury Department, has been the latest to join the warnings about #cryptocurrencies and Russia.\nRead more\xe2\x9e\xa1\xef\xb8\x8f https://t.co/hvj3yZvZ5K https://t.co/fzi4yC68D0'",0
314,"b'\xe2\x9a\xa1#Google is starting to move its employees out of #Moscow. The iron curtain closes. Hey, #Russia, goodbye!\n\n#UkraineRussianWar #\xd0\xb4\xd0\xb0\xd0\xb5\xd1\x82\xd0\xbe\xd1\x82\xd0\xb0\xd0\xba #CancelRussia #UkraineUnderAtta\xd1\x81k #\xd0\xbf\xd0\xbe\xd1\x82\xd0\xb5\xd1\x80\xd1\x8c\xd0\xbd\xd0\xb5\xd1\x82 https://t.co/Ae8j4kgh2h'",0
315,"b'I am embittered and angry for those Italians who would twist reality or anything to justify #PutinWarCrimes. Like the thread below where my counterpart defines #Ukraine\xef\xb8\x8f as a ""parasitic tick"". How did we end up like that?\n#Russia \n#russianinvasion \n#StandWithUkraine\xef\xb8\x8f https://t.co/x82DO9l0TO'",0
316,b'Chernihiv on the verge of survival - ombudsman\n#news #Ukraine #Chernihiv #UkraineRussianWar #StopRussia #NoWarInUkraine #Europe https://t.co/UVIG4FlmsU',1
317,"b'Since the start of the #Russian #invasion of #Ukraine, the voices of #Ukrainians has reached a crescendo.  The world also needs to incorporate #Palestinian, #Syrian and #Afghani voices when discussing Ukraine. We should focus on #problems generated by #dicators.\n#Assad #Taliban'",0
318,"b'@JamalPacman @Faith41516310 Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
319,"b""watch all the videos of the #Russian invasion of #Ukraine\nyou can find them here in one playlist Truthfully,\nI'm not lying or promoting to watch,\n#Mariupol\n#UkraineUnderAttack\n#UkraineRussianWar\n#Kyiv\n#Putin\n#NATO\n#Kherson\n#Odessa \n#Zelenskyy\n#Kharkov\n\xf0\x9f\x91\x87\nhttps://t.co/QUTyerCkl1""",0
320,"b""Dear #GOPtheRussianParty, if you support #PutinIsaWarCriminal, the future you want is bombing free &amp; democratic countries like #Ukraine &amp; putting on #Navalny show trials to further mock #RuleOfLaw &amp; remove any opposition to your power, because you're such a coward like \xf0\x9f\xa4\xa5\xf0\x9f\xa4\xa1Putin. https://t.co/2k2FNBMZZW https://t.co/yJXG6FTciY""",0
321,"b'PM #NarendraModi and his British counterpart Boris Johnson called for #Ukraine\xe2\x80\x99s integrity to be respected and for #Russia to adhere to the UN Charter, according to a British readout of a phone conversation between the two leaders\n\n(@Rezhasan reports )\n\nhttps://t.co/rZ7djgPunM'",1
322,"b'10,000 #Russians killed is a \xe2\x80\x98reasonable estimate\xe2\x80\x99, a western official says. The figure briefly appeared on a pro-Kremlim website, possibly after being hacked, before being quickly deleted.  The official added this would mean a further 30-40,000 wounded or incapacitated\n#Ukraine'",0
323,b'@bibleissocool THINKING DAY AND NIGHT ABOUT #Ukraine \n#childrens AND ABOUT ALL AROUND THE #World IN PAIN OR ABUSED ! MANY \nMEN ARE EVIL ! \xe2\x9d\xa4\xf0\x9f\xab\x82',1
324,b'#RUSSIA: Evening briefing of the Ministry of Defense of the Russian Federation on the special operation in Ukraine https://t.co/aWSjKmXdit',1
325,"b'@NFT_R3X Publish to help the children of the Ukrainian war, in the hope of a world without war \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xd8\x8c\xd8\x8c You may purchase my Leo messi 10 NFT on Rarible now https://t.co/B5mW0gWQRb #rarible #ethereum #nonfungible #digitalasset #nft a @rarible #Ukraine #Etherum #NoWarInUkraine #nfts #nftsale'",1
326,"b'KROK* Exam in Ukraine medical education\nKROK1 fr 3rd year students postponed to 1 yr &amp; KROK2 fr final year students cancelled.Intimation to TN students\n#Ukraine\n#UkraineMedicalEducation\n*Licensing Exam obligatory part of state certification for Medicine, Dentistry &amp; pharmacist'",0
327,b'@EmbassyofRussia @mfa_russia @PMSimferopol @RusEmbJakarta @CIS_Russia @RusEmbassyMinsk @RusEmbEst @mahasharampedi @shanebrahim7 @RusConsCapetown @SABCNews Shame on #Russia Such a disgrace on the name of powerful country !! Killing millions of innocent citizens can\xe2\x80\x99t be forgotten !! @ZelenskyyUa is a super hero indeed !!\n#Ukraine #UkraineRussia #UkraineCrisis https://t.co/JATXLVYfTi',0
328,"b'\xf0\x9f\x8e\x8a\xf0\x9f\x8e\x8aFree #NFT giveaway \xf0\x9f\x8e\x8a\xf0\x9f\x8e\x8a\xf0\x9f\x8e\x8a\n\n\xe2\x9c\x85Follow @Yogendra73930\n\xe2\x9c\x85Like and RT\n\xe2\x9c\x85Tag a 5 friend\n\xe2\x9c\x85Buy one #NFT and get one  #NFT free\nhttps://t.co/j9VkjDdaWv\n \n\xe2\x9c\x85Drop your #ETH address,\n\n24 Hrs\n#NFTCommunity #NFTGiveaway #NFTGiveaways #NFTdrop #Ukriane #Airdrops #Feel_My_Rhythm #Ukraine'",0
329,b'#Ukraine. Present day. \nA man beats up a female marauder https://t.co/dGLioeapu8',0
330,b'Hoping for #peace\nBetween #Russia and #Ukraine https://t.co/XUoOyocsSM',1
331,"b""The 6.5 million people  internally displaced within #Ukraine must be afforded the same dignity as those who have left the country.  We must double down on efforts to make sure this happens -- Concern's Ros O'Sullivan's closing comments to Oireachtas Joint Comm on  Foreign Affairs https://t.co/GAvOoENTlk""",1
332,"b'And his lawyers were detained. Yep, Russia is a fine country that obviously had valid reasons for invading #Ukraine. nothing sketchy ever happens there. \xf0\x9f\x99\x84 https://t.co/MyIvdqh6zE'",0
333,b'Fantastic!  Hit them hard..#Russia https://t.co/Unc37PTWGJ',0
334,"b'@janeymcd23 @Artugal3 @MichealLehane Whatever way the nuclear wind blows!\n#Ukraine is the most serious situation to face the world since WWII, we may not survive it.\nBut play your naive games.\n#StandWithUkraine'",0
335,b'Occupiers release from captivity hromadske journalist detained on Saturday\n #Russia #interfax #Ukraine \nhttps://t.co/Nvj3PtpboG',1
336,b'#ukrainukraineonline #ivanofrankivsk #ukraina_blog #\xd1\x83\xd0\xba\xd1\x80\xd0\xb0\xd0\xb8\xd0\xbd\xd0\xb0 #ternopil #kiev #lviv #odessagram #kharkiv #odessa .Lindsey Graham\n#XboxSonic2Sweepstakes\n#WorldWaterDay\nJudge Jackson\n#GoldenYunhoDay\n#KetanjiBrownJacksonHearing\nLolla #Ukraine #StopWarInUkraine',0
337,"b'The US Empire, NATO and Ukraine https://t.co/6yhTDX1MSX #greenparty  #ecosocialism #Ukraine #UkraineRussianWar #USimperialism #USforeignpolicy #Hypocricyofwest #Hypocrisy #antiwar https://t.co/UcPLtOKfcm'",0
338,b'#BreakingNews \n\n\xe2\x9c\x85@DraganflyInc \xf0\x9f\x91\x89 $DPRO \n\xe2\x9c\x85 Receives Order for Critical Lifesaving #Drones from Revived Soldiers Ukraine for Immediate Deployment to #Ukraine.\n\nhttps://t.co/jSIV7tUEOG\n\n$DDOG $ES $DAC $NVDA $DIS $TWLO $ZEN $TWTR $BABA $XOP $Z $UBER $XHB $SBLK $COIN $APPS $BE $ZIM https://t.co/zotxo0VUyE',1
339,b'I am proud to be part of this. See you all at this event at 4pm this Saturday at the State House. #Ukraine https://t.co/XBqHXbe4pJ',1
340,"b'#BREAKING NOW: U.N. Chief Says 10 MILLION #People Displaced By #UkraineWar.  ""Appalling Human Suffering"" RAW CLIP\n\n#putin #Ukraine\xef\xb8\x8f #Russia #RussianUkrainianWar #Kyiv https://t.co/xL5r2WbtIO'",0
341,b'@BorisJohnson \nThis is why MUCH stronger action is needed. \n- cut the gas &amp; oil . . .Now!! \n- arm #Ukraine to the hilt\n- recognise \xf0\x9f\x87\xba\xf0\x9f\x87\xa6\xe2\x80\x99s \xf0\x9f\x87\xaa\xf0\x9f\x87\xba candidacy\nhttps://t.co/czjQyvbAL0',0
342,b'@XHNews This is clear example of #China supporting it\xe2\x80\x99s ally #Russia by shifting blame to others. China along with it\xe2\x80\x99s partner Russia are the biggest threat to the world. \xf0\x9f\x87\xa8\xf0\x9f\x87\xb3 \xf0\x9f\x87\xb7\xf0\x9f\x87\xba\xf0\x9f\x91\x8e\xf0\x9f\x8f\xbd',0
343,b'22/03/2022 #StandWithUkraine #Ukraine #Kharkiv #kyiv #Mariupol  #Odesa #Kherson   ** Verified** https://t.co/CkKatFwfWx',1
344,"b""@AnnaKorhonen3 @JoannaTeglund You came here. You started to propagandize and lie. There are no actors here. SIMPLY HUMAN BEINGS. Human beings that you are denying humanity to. Just like the #Ukraine|ian regime denies them their humanity. Ask first, investigate first. Don't come out lying and then retreating.""",1
345,b'@nexta_tv \xf0\x9f\x9a\xa8 Victoria Nuland actually said all these things about NIOLABS #Russia #Ukraine https://t.co/1JGWwaNJ1i',0
346,"b'Great article! Thank you so much for your work, your insight \n#Moldavia #Ukraine #Russia https://t.co/ZrXf8YPJ3v'",1
347,b'Russia could use Western weather to plan chemical attack in Ukraine\n #Ukraine #Russia \nhttps://t.co/TBaySzfnxb',0
348,b'Russia could use Western weather to plan chemical attack in Ukraine\n #Ukraine #Russia \nhttps://t.co/HETI3842LU',0
349,"b'#PMModi, UK counterpart #BorisJohnson discuss #Ukraine situation over phone \n#UkraineRussianWar #RussiaUkraineConflict #RussiaUkraineWar \nhttps://t.co/A1a8OyvP0k'",1
350,b'The Pentagon: The Russian naval and ground forces suffer from a shortage of fuel and food.\n\n#Russia \n#Ukraine',0
351,"b""Belarusian military could 'soon' join war in Ukraine\nhttps://t.co/elQJg8EA1K\n\n#usa #nato #belarus #russia #RussiaUkraineConflict #UkraineWar https://t.co/Bq7zPvIlHc""",0
352,"b'We should stand with our brothers and sisters in Artsakh. Wrap each other up with love and warmth, like this young boy wrapped up in Artsakh flag in the freezing cold weather \xe2\x9d\xa4\xef\xb8\x8f Azerbaijani fascism is no different from what the world observes and condemn happening in #Ukraine !!'",1
